Close;Data;Position
31.051;16.09.2012;6966
31.191;23.09.2012;6973
30.938;30.09.2012;6980
31.101;07.10.2012;6987
30.886;14.10.2012;6994
31.375;21.10.2012;7001
31.467;28.10.2012;7008
31.570;04.11.2012;7015
31.735;11.11.2012;7022
31.060;18.11.2012;7029
30.876;25.11.2012;7036
30.808;02.12.2012;7043
30.709;09.12.2012;7050
30.829;16.12.2012;7057
30.340;23.12.2012;7064
30.384;30.12.2012;7071
30.329;06.01.2013;7078
30.271;13.01.2013;7085
30.031;20.01.2013;7092
29.850;27.01.2013;7099
30.144;03.02.2013;7106
30.114;10.02.2013;7113
30.445;17.02.2013;7120
30.730;24.02.2013;7127
30.780;03.03.2013;7134
30.640;10.03.2013;7141
30.815;17.03.2013;7148
31.051;24.03.2013;7155
31.540;31.03.2013;7162
31.081;07.04.2013;7169
31.716;14.04.2013;7176
31.268;21.04.2013;7183
31.042;28.04.2013;7190
31.416;05.05.2013;7197
31.431;12.05.2013;7204
31.379;19.05.2013;7211
31.873;26.05.2013;7218
32.157;02.06.2013;7225
31.716;09.06.2013;7232
32.820;16.06.2013;7239
32.834;23.06.2013;7246
33.312;30.06.2013;7253
32.621;07.07.2013;7260
32.364;14.07.2013;7267
32.818;21.07.2013;7274
32.813;28.07.2013;7281
32.857;04.08.2013;7288
32.922;11.08.2013;7295
32.999;18.08.2013;7302
33.287;25.08.2013;7309
33.310;01.09.2013;7316
32.465;08.09.2013;7323
31.809;15.09.2013;7330
32.326;22.09.2013;7337
32.175;29.09.2013;7344
32.285;06.10.2013;7351
31.918;13.10.2013;7358
31.765;20.10.2013;7365
32.418;27.10.2013;7372
32.655;03.11.2013;7379
32.565;10.11.2013;7386
32.730;17.11.2013;7393
33.140;24.11.2013;7400
32.705;01.12.2013;7407
32.849;08.12.2013;7414
32.985;15.12.2013;7421
32.615;22.12.2013;7428
33.192;29.12.2013;7435
33.051;05.01.2014;7442
33.594;12.01.2014;7449
34.514;19.01.2014;7456
35.206;26.01.2014;7463
34.768;02.02.2014;7470
35.089;09.02.2014;7477
35.479;16.02.2014;7484
36.046;23.02.2014;7491
36.459;02.03.2014;7498
36.587;09.03.2014;7505
36.242;16.03.2014;7512
35.758;23.03.2014;7519
35.288;30.03.2014;7526
35.646;06.04.2014;7533
35.608;13.04.2014;7540
36.045;20.04.2014;7547
35.869;27.04.2014;7554
35.222;04.05.2014;7561
34.776;11.05.2014;7568
34.118;18.05.2014;7575
34.891;25.05.2014;7582
34.398;01.06.2014;7589
34.382;08.06.2014;7596
34.465;15.06.2014;7603
33.732;22.06.2014;7610
34.405;29.06.2014;7617
34.158;06.07.2014;7624
35.145;13.07.2014;7631
35.141;20.07.2014;7638
35.739;27.07.2014;7645
36.128;03.08.2014;7652
36.143;10.08.2014;7659
36.090;17.08.2014;7666
37.003;24.08.2014;7673
36.876;31.08.2014;7680
37.827;07.09.2014;7687
38.430;14.09.2014;7694
39.163;21.09.2014;7701
39.986;28.09.2014;7708
40.327;05.10.2014;7715
40.721;12.10.2014;7722
41.890;19.10.2014;7729
43.018;26.10.2014;7736
46.668;02.11.2014;7743
46.978;09.11.2014;7750
45.714;16.11.2014;7757
50.417;23.11.2014;7764
52.610;30.11.2014;7771
58.177;07.12.2014;7778
58.740;14.12.2014;7785
53.941;21.12.2014;7792
64.470;28.12.2014;7799
61.497;04.01.2015;7806
65.112;11.01.2015;7813
64.124;18.01.2015;7820
69.477;25.01.2015;7827
66.867;01.02.2015;7834
63.452;08.02.2015;7841
62.070;15.02.2015;7848
61.664;22.02.2015;7855
60.297;01.03.2015;7862
62.175;08.03.2015;7869
59.216;15.03.2015;7876
57.868;22.03.2015;7883
56.690;29.03.2015;7890
53.595;05.04.2015;7897
51.974;12.04.2015;7904
50.885;19.04.2015;7911
51.925;26.04.2015;7918
50.924;03.05.2015;7925
49.500;10.05.2015;7932
50.020;17.05.2015;7939
52.360;24.05.2015;7946
56.315;31.05.2015;7953
55.170;07.06.2015;7960
54.040;14.06.2015;7967
54.840;21.06.2015;7974
55.950;28.06.2015;7981
56.405;05.07.2015;7988
56.975;12.07.2015;7995
58.410;19.07.2015;8002
61.705;26.07.2015;8009
64.015;02.08.2015;8016
64.985;09.08.2015;8023
69.050;16.08.2015;8030
65.202;23.08.2015;8037
68.485;30.08.2015;8044
67.910;06.09.2015;8051
66.440;13.09.2015;8058
65.520;20.09.2015;8065
66.090;27.09.2015;8072
61.770;04.10.2015;8079
61.275;11.10.2015;8086
62.360;18.10.2015;8093
63.975;25.10.2015;8100
64.500;01.11.2015;8107
66.730;08.11.2015;8114
64.731;15.11.2015;8121
66.425;22.11.2015;8128
68.086;29.11.2015;8135
70.380;06.12.2015;8142
70.950;13.12.2015;8149
70.667;20.12.2015;8156
72.956;27.12.2015;8163
74.762;03.01.2016;8170
77.605;10.01.2016;8177
77.960;17.01.2016;8184
75.415;24.01.2016;8191
77.500;31.01.2016;8198
78.358;07.02.2016;8205
76.992;14.02.2016;8212
76.255;21.02.2016;8219
71.870;28.02.2016;8226
69.992;06.03.2016;8233
68.358;13.03.2016;8240
68.170;20.03.2016;8247
67.678;27.03.2016;8254
67.114;03.04.2016;8261
66.486;10.04.2016;8268
66.528;17.04.2016;8275
64.762;24.04.2016;8282
65.927;01.05.2016;8289
65.448;08.05.2016;8296
66.800;15.05.2016;8303
65.934;22.05.2016;8310
65.300;29.05.2016;8317
65.485;05.06.2016;8324
64.844;12.06.2016;8331
65.116;19.06.2016;8338
63.770;26.06.2016;8345
63.856;03.07.2016;8352
63.680;10.07.2016;8359
64.793;17.07.2016;8366
65.940;24.07.2016;8373
65.237;31.07.2016;8380
64.753;07.08.2016;8387
63.892;14.08.2016;8394
64.583;21.08.2016;8401
65.153;28.08.2016;8408
64.826;04.09.2016;8415
65.280;11.09.2016;8422
64.075;18.09.2016;8429
62.874;25.09.2016;8436
62.311;02.10.2016;8443
62.952;09.10.2016;8450
62.368;16.10.2016;8457
62.898;23.10.2016;8464
64.442;30.10.2016;8471
65.832;06.11.2016;8478
64.761;13.11.2016;8485
64.823;20.11.2016;8492
63.789;27.11.2016;8499
62.459;04.12.2016;8506
62.060;11.12.2016;8513
60.999;18.12.2016;8520
61.532;25.12.2016;8527
59.619;01.01.2017;8534
59.602;08.01.2017;8541
59.798;15.01.2017;8548
59.872;22.01.2017;8555
58.998;29.01.2017;8562
58.307;05.02.2017;8569
58.286;12.02.2017;8576
58.394;19.02.2017;8583
58.232;26.02.2017;8590
58.978;05.03.2017;8597
57.177;12.03.2017;8604
56.927;19.03.2017;8611
56.240;26.03.2017;8618
57.261;02.04.2017;8625
56.179;09.04.2017;8632
56.663;16.04.2017;8639
56.923;23.04.2017;8646
57.932;30.04.2017;8653
57.081;07.05.2017;8660
56.887;14.05.2017;8667
56.510;21.05.2017;8674
56.630;28.05.2017;8681
57.033;04.06.2017;8688
57.757;11.06.2017;8695
59.447;18.06.2017;8702
58.940;25.06.2017;8709
60.379;02.07.2017;8716
59.008;09.07.2017;8723
59.352;16.07.2017;8730
59.554;23.07.2017;8737
59.964;30.07.2017;8744
59.834;06.08.2017;8751
58.947;13.08.2017;8758
58.591;20.08.2017;8765
57.474;27.08.2017;8772
57.364;03.09.2017;8779
57.528;10.09.2017;8786
57.498;17.09.2017;8793
57.549;24.09.2017;8800
58.141;01.10.2017;8807
57.336;08.10.2017;8814
57.489;15.10.2017;8821
58.093;22.10.2017;8828
59.051;29.10.2017;8835
59.154;05.11.2017;8842
59.021;12.11.2017;8849
58.444;19.11.2017;8856
58.890;26.11.2017;8863
59.122;03.12.2017;8870
58.826;10.12.2017;8877
58.301;17.12.2017;8884
57.634;24.12.2017;8891
56.969;31.12.2017;8898
56.617;07.01.2018;8905
56.663;14.01.2018;8912
56.235;21.01.2018;8919
56.536;28.01.2018;8926
58.366;04.02.2018;8933
56.411;11.02.2018;8940
56.125;18.02.2018;8947
56.802;25.02.2018;8954
56.652;04.03.2018;8961
57.514;11.03.2018;8968
57.296;18.03.2018;8975
57.135;25.03.2018;8982
58.098;01.04.2018;8989
62.110;08.04.2018;8996
61.371;15.04.2018;9003
62.154;22.04.2018;9010
62.452;29.04.2018;9017
61.921;06.05.2018;9024
62.351;13.05.2018;9031
62.214;20.05.2018;9038
62.213;27.05.2018;9045
62.319;03.06.2018;9052
63.138;10.06.2018;9059
62.982;17.06.2018;9066
62.773;24.06.2018;9073
62.989;01.07.2018;9080
62.441;08.07.2018;9087
63.502;15.07.2018;9094
62.708;22.07.2018;9101
63.345;29.07.2018;9108
67.730;05.08.2018;9115
67.112;12.08.2018;9122
67.028;19.08.2018;9129
67.462;26.08.2018;9136
69.896;02.09.2018;9143
68.159;09.09.2018;9150
66.431;16.09.2018;9157
65.550;23.09.2018;9164
66.607;30.09.2018;9171
66.060;07.10.2018;9178
65.455;14.10.2018;9185
65.593;21.10.2018;9192
66.170;28.10.2018;9199
67.950;04.11.2018;9206
65.980;11.11.2018;9213
66.204;18.11.2018;9220
67.085;25.11.2018;9227
66.441;02.12.2018;9234
66.856;09.12.2018;9241
68.946;16.12.2018;9248
69.543;23.12.2018;9255
67.532;30.12.2018;9262
66.888;06.01.2019;9269
66.176;13.01.2019;9276
66.002;20.01.2019;9283
65.472;27.01.2019;9290
65.435;03.02.2019;9297
66.322;10.02.2019;9304
65.378;17.02.2019;9311
65.914;24.02.2019;9318
66.339;03.03.2019;9325
64.796;10.03.2019;9332
64.648;17.03.2019;9339
65.750;24.03.2019;9346
65.297;31.03.2019;9353
64.279;07.04.2019;9360
64.011;14.04.2019;9367
64.790;21.04.2019;9374
65.081;28.04.2019;9381
65.220;05.05.2019;9388
64.670;12.05.2019;9395
64.462;19.05.2019;9402
65.440;26.05.2019;9409
64.784;02.06.2019;9416
64.396;09.06.2019;9423
63.041;16.06.2019;9430
63.217;23.06.2019;9437
63.805;30.06.2019;9444
62.971;07.07.2019;9451
63.022;14.07.2019;9458
63.353;21.07.2019;9465
65.237;28.07.2019;9472
65.255;04.08.2019;9479
66.507;11.08.2019;9486
66.045;18.08.2019;9493
66.714;25.08.2019;9500
65.771;01.09.2019;9507
64.375;08.09.2019;9514
63.982;15.09.2019;9521
64.666;22.09.2019;9528
64.665;29.09.2019;9535
64.188;06.10.2019;9542
63.660;13.10.2019;9549
63.874;20.10.2019;9556
63.496;27.10.2019;9563
63.800;03.11.2019;9570
63.752;10.11.2019;9577
63.861;17.11.2019;9584
64.339;24.11.2019;9591
63.664;01.12.2019;9598
62.841;08.12.2019;9605
62.281;15.12.2019;9612
62.157;22.12.2019;9619
62.063;29.12.2019;9626
61.020;05.01.2020;9633
61.589;12.01.2020;9640
62.156;19.01.2020;9647
63.994;26.01.2020;9654
64.047;02.02.2020;9661
63.512;09.02.2020;9668
63.970;16.02.2020;9675
66.892;23.02.2020;9682
68.548;01.03.2020;9689
72.232;08.03.2020;9696
80.011;15.03.2020;9703
78.846;22.03.2020;9710
76.576;29.03.2020;9717
73.793;05.04.2020;9724
73.965;12.04.2020;9731
74.582;19.04.2020;9738
75.354;26.04.2020;9745
73.503;03.05.2020;9752
73.629;10.05.2020;9759
71.728;17.05.2020;9766
70.752;24.05.2020;9773
68.654;31.05.2020;9780
69.753;07.06.2020;9787
69.469;14.06.2020;9794
69.778;21.06.2020;9801
71.378;28.06.2020;9808
70.856;05.07.2020;9815
71.881;12.07.2020;9822
71.672;19.07.2020;9829
74.459;26.07.2020;9836
73.673;02.08.2020;9843
72.841;09.08.2020;9850
74.796;16.08.2020;9857
74.096;23.08.2020;9864
75.365;30.08.2020;9871
74.908;06.09.2020;9878
75.653;13.09.2020;9885
78.136;20.09.2020;9892
78.198;27.09.2020;9899
76.772;04.10.2020;9906
77.910;11.10.2020;9913
76.218;18.10.2020;9920
79.441;25.10.2020;9927
77.434;01.11.2020;9934
77.436;08.11.2020;9941
76.225;15.11.2020;9948
75.967;22.11.2020;9955
73.988;29.11.2020;9962
73.039;06.12.2020;9969
73.518;13.12.2020;9976
74.164;20.12.2020;9983
74.027;27.12.2020;9990
74.263;03.01.2021;9997
73.587;10.01.2021;10004
75.245;17.01.2021;10011
75.672;24.01.2021;10018
74.684;31.01.2021;10025
73.721;07.02.2021;10032
74.087;14.02.2021;10039
74.712;21.02.2021;10046
74.262;28.02.2021;10053
73.336;07.03.2021;10060
74.166;14.03.2021;10067
75.749;21.03.2021;10074
76.490;28.03.2021;10081
77.368;04.04.2021;10088
75.742;11.04.2021;10095
74.963;18.04.2021;10102
75.208;25.04.2021;10109
73.745;02.05.2021;10116
73.955;09.05.2021;10123
73.584;16.05.2021;10130
73.224;23.05.2021;10137
72.805;30.05.2021;10144
72.169;06.06.2021;10151
72.799;13.06.2021;10158
72.208;20.06.2021;10165
73.251;27.06.2021;10172
74.293;04.07.2021;10179
74.060;11.07.2021;10186
73.741;18.07.2021;10193
73.144;25.07.2021;10200
73.434;01.08.2021;10207
73.200;08.08.2021;10214
74.284;15.08.2021;10221
73.572;22.08.2021;10228
72.714;29.08.2021;10235
73.185;05.09.2021;10242
72.837;12.09.2021;10249
72.729;19.09.2021;10256
72.753;26.09.2021;10263
71.881;03.10.2021;10270
71.069;10.10.2021;10277
70.295;17.10.2021;10284
70.889;24.10.2021;10291
71.295;31.10.2021;10298
72.890;07.11.2021;10305
73.514;14.11.2021;10312
75.596;21.11.2021;10319
73.946;28.11.2021;10326
73.414;05.12.2021;10333
74.142;12.12.2021;10340
73.649;19.12.2021;10347
75.036;26.12.2021;10354
75.504;02.01.2022;10361
76.307;09.01.2022;10368
77.500;16.01.2022;10375
77.893;23.01.2022;10382
75.803;30.01.2022;10389
77.322;06.02.2022;10396
77.332;13.02.2022;10403
83.456;20.02.2022;10410
124.084;27.02.2022;10417
133.417;06.03.2022;10424
104.021;13.03.2022;10431
102.773;20.03.2022;10438
85.413;27.03.2022;10445
75.885;03.04.2022;10452
79.756;10.04.2022;10459
75.574;17.04.2022;10466
70.960;24.04.2022;10473
69.136;01.05.2022;10480
63.983;08.05.2022;10487
60.255;15.05.2022;10494
66.940;22.05.2022;10501
60.966;29.05.2022;10508
56.972;05.06.2022;10515
56.366;12.06.2022;10522
53.404;19.06.2022;10529
54.145;26.06.2022;10536
61.292;03.07.2022;10543
57.175;10.07.2022;10550
56.925;17.07.2022;10557
61.862;24.07.2022;10564
60.481;31.07.2022;10571
60.611;07.08.2022;10578
59.076;14.08.2022;10585
60.282;21.08.2022;10592
60.404;28.08.2022;10599
60.560;04.09.2022;10606
60.026;11.09.2022;10613
57.516;18.09.2022;10620
57.917;25.09.2022;10627
61.275;02.10.2022;10634
62.171;09.10.2022;10641
61.188;16.10.2022;10648
61.586;23.10.2022;10655
61.883;30.10.2022;10662
60.407;06.11.2022;10669
60.627;13.11.2022;10676
60.635;20.11.2022;10683
61.926;27.11.2022;10690
62.522;04.12.2022;10697
64.623;11.12.2022;10704
68.730;18.12.2022;10711
69.266;25.12.2022;10718
72.328;01.01.2023;10725
68.694;08.01.2023;10732
68.807;15.01.2023;10739
69.465;22.01.2023;10746
70.631;29.01.2023;10753
73.348;05.02.2023;10760
74.230;12.02.2023;10767
76.135;19.02.2023;10774
75.712;26.02.2023;10781
76.072;05.03.2023;10788
